real12,pred12,real3,pred3
259.0,242.34004,211.0,259.1499
230.0,234.35995,268.0,238.13899
253.0,224.41492,325.0,234.66823
226.0,213.72946,299.0,228.74333
216.0,233.40404,274.0,247.19025
214.0,256.708,247.0,258.4563
234.0,281.70087,277.0,265.87408
196.0,267.67047,265.0,256.14948
199.0,276.41,274.0,263.73737
211.0,264.2023,259.0,264.33478
186.0,275.10052,230.0,262.83188
207.0,273.5497,253.0,266.71732
245.0,285.61966,226.0,270.8916
232.0,280.2328,216.0,268.44067
216.0,254.21436,214.0,263.47156
181.0,248.29056,234.0,255.16815
207.0,227.86331,196.0,242.1667
168.0,204.08392,199.0,228.1948
193.0,220.88234,211.0,230.45042
183.0,204.50545,186.0,215.34975
159.0,199.8854,207.0,219.70415
199.0,181.64818,245.0,196.80809
214.0,187.67169,232.0,204.30336
166.0,168.70905,216.0,194.23503
202.0,171.58023,181.0,196.17639
176.0,175.0301,207.0,204.3318
151.0,169.95627,168.0,207.69063
88.0,153.50877,193.0,194.86456
108.0,151.76932,183.0,192.75223
166.0,145.34161,159.0,191.30461
163.0,152.04442,199.0,194.08643
153.0,154.05035,214.0,192.53204
168.0,148.2867,166.0,186.73392
153.0,138.93126,202.0,181.03442
132.0,129.7103,176.0,176.94498
88.0,117.934395,151.0,169.288
88.0,117.25658,88.0,171.66075
88.0,109.46262,108.0,169.36787
93.0,111.67581,166.0,165.0796
93.0,102.54807,163.0,136.66739
93.0,99.41627,153.0,121.80707
90.0,95.951324,168.0,116.98606
88.0,94.524376,153.0,117.955154
88.0,90.288536,132.0,117.937454
88.0,89.995735,88.0,111.103264
88.0,92.86481,88.0,111.8949
88.0,94.559204,88.0,109.37077
97.0,91.99206,93.0,98.61328
88.0,90.23469,93.0,92.048676
88.0,89.03201,93.0,90.066414
90.0,88.173965,90.0,87.22754
88.0,88.34594,88.0,88.32161
88.0,89.0505,88.0,89.98805
88.0,89.56603,88.0,89.88577
88.0,89.24323,88.0,90.19236
97.0,88.10303,88.0,88.78043
88.0,87.773926,97.0,88.148544
88.0,88.174065,88.0,89.33564
88.0,88.031906,88.0,89.80869
88.0,88.069695,90.0,89.2146
88.0,88.7616,88.0,90.0359
90.0,88.70392,88.0,90.439224
90.0,88.902115,88.0,90.28615
88.0,87.98624,88.0,89.178535
88.0,87.97805,97.0,89.33601
97.0,87.82159,88.0,90.180855
88.0,89.252014,88.0,90.268974
93.0,88.401054,88.0,89.37437
128.0,88.44745,88.0,88.95947
121.0,88.61127,88.0,88.42182
93.0,88.864334,90.0,88.98182
88.0,89.34198,90.0,88.73367
88.0,89.73063,88.0,88.544876
88.0,89.40132,88.0,88.930855
88.0,92.34426,97.0,87.0593
90.0,99.32469,88.0,88.95561
99.0,103.48211,93.0,89.11812
168.0,122.81902,128.0,93.63014
151.0,147.95326,121.0,91.26274
178.0,132.69376,93.0,91.14015
166.0,176.71277,88.0,89.88398
176.0,190.09308,88.0,95.86361
193.0,192.38203,88.0,101.410034
168.0,193.54741,88.0,99.81077
176.0,187.82222,90.0,103.31826
211.0,211.93832,99.0,137.40056
247.0,221.88423,168.0,145.6835
214.0,222.41351,151.0,140.30972
274.0,236.91241,178.0,157.18097
226.0,252.1163,166.0,170.82556
299.0,253.16681,176.0,187.19225
281.0,265.93027,193.0,197.1089
277.0,286.36282,168.0,210.93315
302.0,294.58548,176.0,209.86205
383.0,308.8084,211.0,214.571
277.0,287.10855,247.0,235.16756
307.0,301.48666,214.0,211.6413
265.0,287.42557,274.0,236.89047
350.0,324.5711,226.0,252.16571
307.0,361.5386,299.0,276.4853
385.0,381.62723,281.0,286.07388
443.0,356.94043,277.0,265.0643
395.0,363.18842,302.0,278.29697
383.0,354.25476,383.0,286.01062
320.0,364.2217,277.0,292.4405
431.0,347.78204,307.0,300.4805
353.0,373.22827,265.0,315.32693
431.0,383.56616,350.0,322.6566
449.0,389.08777,307.0,332.0665
439.0,414.95392,385.0,339.25146
383.0,427.7724,443.0,357.23682
360.0,434.0555,395.0,368.3158
509.0,427.02264,383.0,370.0288
431.0,429.44604,320.0,378.84393
419.0,417.17926,431.0,370.4454
462.0,401.2503,353.0,379.30334
443.0,420.1184,431.0,398.4331
398.0,449.5317,449.0,413.8196
325.0,430.14636,439.0,422.36078
462.0,439.35037,383.0,419.59857
316.0,434.48495,360.0,438.43152
368.0,447.50098,509.0,448.6792
434.0,408.90558,431.0,420.94266
392.0,391.81464,419.0,399.5031
455.0,394.6717,462.0,407.7188
398.0,405.6007,443.0,420.3156
477.0,419.7612,398.0,434.729
385.0,413.33426,325.0,420.07388
392.0,396.66516,462.0,414.0285
374.0,409.83887,316.0,426.73575
452.0,395.04242,368.0,410.7503
488.0,403.82132,434.0,418.31494
439.0,379.87775,392.0,398.31213
488.0,395.32593,455.0,409.08682
350.0,386.01392,398.0,405.35452
320.0,374.95523,477.0,385.1623
439.0,379.2683,385.0,404.3014
356.0,378.54745,392.0,396.26624
419.0,383.32306,374.0,414.62015
431.0,362.66257,452.0,376.0443
389.0,364.12436,488.0,392.73676
360.0,372.56708,439.0,393.5167
464.0,387.64923,488.0,396.8753
404.0,372.8959,350.0,394.28137
346.0,377.53632,320.0,403.2863
274.0,376.4499,439.0,426.1161
316.0,373.91113,356.0,409.75555
343.0,366.47504,419.0,403.1065
364.0,354.28503,431.0,387.1608
364.0,336.94608,389.0,368.3495
398.0,339.5075,360.0,370.701
400.0,344.82043,464.0,376.4032
364.0,350.52484,404.0,376.1001
385.0,353.9065,346.0,375.2882
385.0,349.32147,274.0,369.74237
334.0,357.27664,316.0,378.838
338.0,350.94855,343.0,371.88275
343.0,344.31696,364.0,362.1637
364.0,333.1845,364.0,352.36517
383.0,337.5175,398.0,352.0885
343.0,333.58237,400.0,350.2331
253.0,339.53442,364.0,353.9051
356.0,347.54758,385.0,347.69925
371.0,356.74435,385.0,358.0265
383.0,353.44366,334.0,357.5287
325.0,354.62158,338.0,369.70715
350.0,345.75827,343.0,355.47308
329.0,346.13034,364.0,359.15112
400.0,338.9579,383.0,352.7768
271.0,341.1569,343.0,351.0381
316.0,340.75012,253.0,354.06744
395.0,347.14117,356.0,359.83847
356.0,345.672,371.0,358.06085
360.0,340.6172,383.0,346.7478
338.0,343.01443,325.0,347.27942
346.0,340.924,350.0,339.22845
307.0,353.21997,329.0,348.07776
332.0,345.89648,400.0,342.39102
305.0,351.0991,271.0,342.63858
341.0,345.4998,316.0,344.6132
277.0,349.44998,395.0,346.11035
271.0,349.2467,356.0,345.19403
350.0,345.42487,360.0,337.78613
334.0,348.38452,338.0,344.7409
292.0,346.212,346.0,340.53415
316.0,336.4809,307.0,345.36884
277.0,354.65103,332.0,357.06622
268.0,344.7019,305.0,348.29144
214.0,339.19626,341.0,350.60516
220.0,338.29657,277.0,346.5588
316.0,333.26382,271.0,340.7295
380.0,336.41043,350.0,339.11728
268.0,338.35608,334.0,332.7889
325.0,336.29227,292.0,333.7918
320.0,337.9491,316.0,330.3047
392.0,330.54053,277.0,325.6223
408.0,322.5228,268.0,321.14453
245.0,324.02966,214.0,320.66107
313.0,312.02545,220.0,315.34082
356.0,327.6518,316.0,322.5193
307.0,313.10825,380.0,311.1095
271.0,296.2142,268.0,289.69366
313.0,291.19324,325.0,286.16937
307.0,287.35046,320.0,293.85526
299.0,285.3812,392.0,288.50674
286.0,301.82004,408.0,301.6089
332.0,314.04385,245.0,313.8942
332.0,342.73126,313.0,326.63312
305.0,344.32312,356.0,334.50024
320.0,332.51044,307.0,322.87842
265.0,333.42715,271.0,333.8369
289.0,322.3118,313.0,324.18396
310.0,316.34497,307.0,322.00504
295.0,317.48917,299.0,326.78772
316.0,300.7942,286.0,307.6139
350.0,292.82773,332.0,303.69083
255.0,288.7192,332.0,299.2101
281.0,294.2024,305.0,301.70145
262.0,285.92722,320.0,300.86987
350.0,301.78738,265.0,312.20404
234.0,294.26917,289.0,303.83826
325.0,285.61047,310.0,302.8974
268.0,281.5584,295.0,293.40213
284.0,287.1911,316.0,298.95596
320.0,285.37598,350.0,293.8092
277.0,283.58978,255.0,295.46655
207.0,278.81033,281.0,294.12064
193.0,269.1657,262.0,293.5819
299.0,264.73172,350.0,284.37524
232.0,266.02747,234.0,284.96008
277.0,262.57236,325.0,280.95935
251.0,269.8766,268.0,289.06915
289.0,260.13278,284.0,274.3523
262.0,264.62283,320.0,283.0999
234.0,262.53143,277.0,273.2674
220.0,265.3522,207.0,278.60126
295.0,263.2079,193.0,279.41626
253.0,264.67184,299.0,276.7276
274.0,269.21823,232.0,278.39206
207.0,256.75076,277.0,258.89102
259.0,258.34058,251.0,259.20792
237.0,253.59164,289.0,255.18817
277.0,253.96973,262.0,259.07474
274.0,258.5949,234.0,257.0253
325.0,260.67517,220.0,263.8736
241.0,259.10248,295.0,260.39374
320.0,251.49408,253.0,252.78162
299.0,253.3737,274.0,251.99864
268.0,256.41296,207.0,255.01581
299.0,259.8685,259.0,257.69528
289.0,264.04193,237.0,262.34705
346.0,263.64044,277.0,255.15118
329.0,266.36392,274.0,254.86938
284.0,266.74796,325.0,254.23895
302.0,274.6601,241.0,265.64462
332.0,275.21097,320.0,270.8124
338.0,283.21326,299.0,280.09937
350.0,286.5102,268.0,281.51233
320.0,290.22983,299.0,289.18463
310.0,290.7852,289.0,292.91968
302.0,288.74448,346.0,293.00015
313.0,293.6228,329.0,300.68488
295.0,285.12683,284.0,289.4495
265.0,293.8394,302.0,301.13336
316.0,285.06396,332.0,295.66025
281.0,295.62933,338.0,300.06314
320.0,299.79102,350.0,300.39
262.0,301.71713,320.0,306.73035
316.0,294.6779,310.0,305.98953
316.0,303.0667,302.0,311.54465
341.0,299.68665,313.0,305.78534
292.0,293.88272,295.0,300.25824
277.0,298.02698,265.0,307.95517
274.0,290.50873,316.0,295.60577
295.0,290.91803,281.0,297.55862
307.0,286.548,320.0,296.8516
274.0,281.25403,262.0,291.87006
302.0,267.3481,316.0,278.41107
262.0,267.0721,316.0,289.63214
305.0,265.12524,341.0,288.25916
286.0,261.9691,292.0,285.7176
251.0,257.29456,277.0,274.8177
302.0,260.3922,274.0,284.1425
277.0,258.9703,295.0,284.11884
289.0,263.47876,307.0,284.15512
271.0,255.3336,274.0,275.7702
247.0,252.64175,302.0,271.98422
253.0,253.17831,262.0,279.11786
214.0,257.16513,305.0,280.27277
232.0,255.05544,286.0,280.91995
234.0,255.88507,251.0,282.29645
234.0,246.33206,302.0,273.92517
241.0,248.84428,277.0,273.27155
268.0,247.20633,289.0,272.66504
237.0,245.4992,271.0,271.02124
234.0,237.6726,247.0,260.4749
253.0,235.56302,253.0,264.75937
220.0,236.30698,214.0,259.99756
216.0,238.21844,232.0,255.80217
226.0,224.10341,234.0,250.49324
253.0,224.72034,234.0,240.38953
251.0,214.92561,241.0,233.20119
223.0,224.11005,268.0,233.946
226.0,223.8789,237.0,230.51358
281.0,210.39021,234.0,224.4628
223.0,205.45822,253.0,225.12665
202.0,195.99547,220.0,221.0511
205.0,192.37428,216.0,220.57916
166.0,180.2942,226.0,215.48592
163.0,185.92621,253.0,217.97887
181.0,179.11938,251.0,209.48227
181.0,165.3898,223.0,199.29666
121.0,159.0621,226.0,198.14258
114.0,161.18855,281.0,198.95486
88.0,161.85863,223.0,200.12862
151.0,156.54211,202.0,199.15013
114.0,142.1579,205.0,202.71947
88.0,137.74725,166.0,202.79326
151.0,132.48615,163.0,202.09328
147.0,125.67843,181.0,192.72722
168.0,118.979294,181.0,183.05853
93.0,117.9515,121.0,172.59058
88.0,114.87455,114.0,161.82034
88.0,105.21326,88.0,151.61987
90.0,94.18921,151.0,142.03897
88.0,93.881966,114.0,131.42128
88.0,91.34682,88.0,120.22975
90.0,90.00351,151.0,107.74737
88.0,88.84867,147.0,103.638504
90.0,86.22857,168.0,98.50196
102.0,86.91743,93.0,100.02523
88.0,88.93798,88.0,96.2453
88.0,90.14045,88.0,97.08147
88.0,91.34353,90.0,95.05908
88.0,91.717476,88.0,94.93192
90.0,89.306076,88.0,90.47825
88.0,89.3872,90.0,88.48774
88.0,86.36808,88.0,86.63486
93.0,85.601265,90.0,85.97516
88.0,87.621956,102.0,87.502235
88.0,86.97814,88.0,85.93474
90.0,87.42898,88.0,87.78929
132.0,89.04781,88.0,89.084435
108.0,87.89267,88.0,87.37638
90.0,88.943954,90.0,88.768814
88.0,88.77087,88.0,89.23914
90.0,88.78366,88.0,88.788605
88.0,88.14103,93.0,87.25026
88.0,88.69806,88.0,88.51717
88.0,87.953316,88.0,87.583916
97.0,88.49582,90.0,87.93608
111.0,87.930336,132.0,87.28944
93.0,88.912575,108.0,88.36021
88.0,87.73316,90.0,87.35903
88.0,89.83003,88.0,90.86969
114.0,90.26953,90.0,92.61149
93.0,91.67228,88.0,93.70071
151.0,91.216255,88.0,92.89956
97.0,91.11672,88.0,90.90536
88.0,89.43413,97.0,89.77232
88.0,89.113754,111.0,87.21379
88.0,89.45122,93.0,86.977455
88.0,89.70429,88.0,89.79459
88.0,93.08805,88.0,90.01284
88.0,101.12958,114.0,89.67051
156.0,102.082886,93.0,90.794205
153.0,114.43354,151.0,89.410736
156.0,124.40559,97.0,91.10419
168.0,156.9349,88.0,89.816284
193.0,178.98909,88.0,95.85085
196.0,187.81778,88.0,103.337135
168.0,195.95729,88.0,116.99489
216.0,191.05368,88.0,106.2955
220.0,200.59589,88.0,126.53241
232.0,213.80087,156.0,138.52002
232.0,216.65512,153.0,134.94664
211.0,229.14081,156.0,152.4639
202.0,247.48369,168.0,164.89575
281.0,248.58266,193.0,183.2081
247.0,264.61124,196.0,191.74568
223.0,272.41434,168.0,202.0789
325.0,293.05093,216.0,215.5852
284.0,321.6068,220.0,225.99397
299.0,270.73123,232.0,218.71739
292.0,301.16797,232.0,229.64923
211.0,275.523,211.0,236.10196
325.0,312.8703,202.0,256.72797
277.0,326.72632,281.0,268.55084
374.0,321.03897,247.0,253.37766
364.0,327.27203,223.0,266.6558
400.0,339.1056,325.0,273.32892
356.0,326.3614,284.0,274.19507
374.0,347.59186,299.0,280.8825
334.0,373.48306,292.0,307.90662
395.0,383.56915,211.0,303.9147
462.0,374.65668,325.0,316.09995
395.0,375.7289,277.0,310.38007
469.0,386.32013,374.0,312.69446
356.0,394.45932,364.0,338.26056
449.0,389.6151,400.0,331.0112
431.0,396.78387,356.0,354.7282
473.0,406.55386,374.0,355.53918
419.0,369.16388,334.0,344.99478
383.0,383.53937,395.0,359.5562
413.0,379.72586,462.0,360.10028
449.0,371.8332,395.0,355.6292
398.0,388.9829,469.0,367.15363
464.0,418.53094,356.0,385.9902
491.0,416.1507,449.0,392.20447
498.0,441.9559,431.0,413.7621
431.0,414.39722,473.0,407.89746
449.0,433.5332,419.0,415.68445
350.0,454.11023,383.0,444.11295
455.0,454.13464,413.0,443.41797
449.0,457.18243,449.0,453.33572
385.0,418.56818,398.0,424.46796
443.0,415.63052,464.0,426.76
447.0,403.59952,491.0,412.9269
479.0,403.77856,498.0,415.44183
459.0,390.22882,431.0,407.15762
425.0,385.38586,449.0,414.22665
473.0,394.9209,350.0,426.84888
395.0,409.38614,455.0,440.26398
443.0,376.94366,449.0,414.816
408.0,371.86697,385.0,405.36472
389.0,379.64987,443.0,413.14282
429.0,390.4027,447.0,418.4022
334.0,381.0495,479.0,404.0807
398.0,385.68274,459.0,418.1249
392.0,378.62552,425.0,406.22858
378.0,384.5418,473.0,421.83868
378.0,379.66943,395.0,418.02075
392.0,392.44263,443.0,426.8753
398.0,381.83585,408.0,423.08603
408.0,388.34796,389.0,423.3602
378.0,378.81305,429.0,420.3852
274.0,362.74808,334.0,397.11053
378.0,362.7154,398.0,400.81677
356.0,348.55777,392.0,384.5193
364.0,349.27313,378.0,376.7568
289.0,341.56488,378.0,373.3369
307.0,339.64624,392.0,368.72098
353.0,339.6385,398.0,364.47906
346.0,340.03647,408.0,366.89288
350.0,349.98206,378.0,366.04108
389.0,350.28375,274.0,364.69855
329.0,363.66962,378.0,375.70886
259.0,360.79187,356.0,378.81848
380.0,354.7691,364.0,364.7066
374.0,353.8493,289.0,364.01373
253.0,354.39014,307.0,357.70526
404.0,357.68945,353.0,368.01746
343.0,346.71017,346.0,357.71442
295.0,348.62808,350.0,347.24432
346.0,342.85974,389.0,343.10788
329.0,340.995,329.0,341.5055
281.0,343.16855,259.0,341.63736
310.0,340.99377,380.0,339.45227
395.0,359.03528,374.0,346.93393
346.0,344.55698,253.0,340.80548
332.0,341.01602,404.0,343.1116
307.0,340.9049,343.0,338.29694
353.0,337.8427,295.0,339.095
255.0,339.9035,346.0,336.00995
251.0,337.17685,329.0,327.58615
295.0,349.47662,281.0,338.02307
320.0,343.0987,310.0,338.1577
237.0,326.96243,395.0,324.49557
323.0,327.77716,346.0,329.96188
265.0,333.78604,332.0,330.2898
332.0,338.76245,307.0,339.511
343.0,338.52875,353.0,332.5612
190.0,342.99713,255.0,343.7556
307.0,336.03888,251.0,328.63605
247.0,330.5694,295.0,332.08694
310.0,329.74942,320.0,325.21606
360.0,321.47238,237.0,324.95062
316.0,319.06985,323.0,319.42697
385.0,317.5113,265.0,321.3432
408.0,316.87042,332.0,315.05954
281.0,302.98938,343.0,304.73196
431.0,296.69186,190.0,297.0182
255.0,292.2616,307.0,297.77414
368.0,303.4938,247.0,303.66937
356.0,299.83182,310.0,296.9141
343.0,317.34665,360.0,314.99976
307.0,321.55283,316.0,295.64584
380.0,301.4265,385.0,297.9478
346.0,317.1994,408.0,306.70425
259.0,311.70145,281.0,304.77847
360.0,330.5989,431.0,323.6118
271.0,340.12888,255.0,331.5842
281.0,333.5586,368.0,326.36316
289.0,357.6029,356.0,346.8447
392.0,337.24988,343.0,335.3031
325.0,350.09967,307.0,354.239
332.0,344.84445,380.0,347.64008
325.0,346.81952,346.0,343.53577
292.0,341.40845,259.0,341.73566
289.0,340.6895,360.0,337.3419
292.0,334.43677,271.0,340.40076
281.0,331.1642,281.0,336.343
241.0,326.2474,289.0,340.23676
286.0,331.18457,392.0,330.20782
193.0,332.00415,325.0,336.01663
265.0,327.84457,332.0,326.10443
268.0,301.82962,325.0,311.36224
214.0,298.70346,292.0,311.45392
268.0,302.44144,289.0,312.3721
259.0,303.84418,292.0,314.7914
205.0,297.11337,281.0,307.23242
274.0,301.53384,241.0,314.09802
265.0,299.36017,286.0,307.7554
247.0,306.60706,193.0,307.7326
226.0,284.24698,265.0,294.47223
245.0,296.06073,268.0,299.46854
259.0,265.18222,214.0,266.02426
241.0,261.77805,268.0,265.71118
255.0,256.64285,259.0,261.75412
284.0,259.36774,205.0,257.6985
268.0,257.99066,274.0,258.26746
237.0,255.59319,265.0,255.1415
220.0,261.14594,247.0,260.3648
286.0,250.71872,226.0,252.51775
234.0,251.8502,245.0,250.00198
220.0,253.05356,259.0,253.95233
265.0,256.51855,241.0,255.40637
199.0,256.1687,255.0,254.86107
271.0,257.24237,284.0,257.35455
274.0,252.9639,268.0,252.8476
281.0,250.81204,237.0,250.8042
271.0,256.68942,220.0,257.53766
325.0,263.32162,286.0,262.37827
274.0,274.78082,234.0,266.2072
205.0,275.11572,220.0,263.2255
302.0,272.9706,265.0,264.44186
320.0,267.99954,199.0,257.01587
289.0,271.43454,271.0,263.705
307.0,272.9603,274.0,267.33908
271.0,265.59348,281.0,248.74844
265.0,262.24976,271.0,248.87839
277.0,264.1567,325.0,250.38234
251.0,258.82568,274.0,254.97388
334.0,269.22708,205.0,265.8597
268.0,273.9611,302.0,271.16858
316.0,289.0462,320.0,284.6707
281.0,285.15393,289.0,283.1316
284.0,289.5357,307.0,288.09357
368.0,289.35626,271.0,288.3656
346.0,300.66055,265.0,304.61737
332.0,306.92026,277.0,305.75726
299.0,296.1424,251.0,295.76254
274.0,298.4573,334.0,295.33093
310.0,289.03088,268.0,286.2315
277.0,294.23575,316.0,293.6026
341.0,293.7113,281.0,300.00378
360.0,295.46362,284.0,296.5879
338.0,296.46277,368.0,299.14938
346.0,297.77338,346.0,299.64615
307.0,296.2235,332.0,296.97095
262.0,296.10583,299.0,303.55328
307.0,289.7715,274.0,296.32874
323.0,286.67938,310.0,299.0705
313.0,281.44733,277.0,297.38977
302.0,279.4967,341.0,297.98676
305.0,284.2574,360.0,301.837
295.0,289.57806,338.0,300.65173
251.0,280.40906,346.0,292.0342
325.0,268.48978,307.0,288.3228
262.0,281.54178,262.0,299.56482
307.0,284.44394,307.0,304.38223
274.0,289.0432,323.0,308.1753
262.0,289.0726,313.0,306.37247
259.0,266.4135,302.0,286.2445
302.0,267.40656,305.0,288.4344
234.0,256.90753,295.0,280.0127
262.0,265.56036,251.0,288.16327
284.0,266.17514,325.0,290.12775
223.0,271.91583,262.0,292.83963
253.0,271.81128,307.0,290.5466
292.0,262.60156,274.0,284.98117
259.0,250.7555,262.0,270.88568
247.0,252.16357,259.0,279.9953
226.0,246.17203,302.0,267.28134
245.0,245.67174,234.0,265.1494
211.0,243.76675,262.0,267.01343
245.0,235.59225,284.0,256.76355
186.0,233.4457,223.0,251.42099
207.0,239.8082,253.0,256.61035
232.0,227.66643,292.0,245.2563
211.0,228.07031,259.0,243.67628
223.0,227.56247,247.0,240.3735
207.0,225.51949,226.0,241.68777
214.0,224.4698,245.0,243.07697
202.0,231.7847,211.0,249.87665
186.0,220.75323,245.0,235.12682
220.0,208.77574,186.0,228.72531
193.0,195.98743,207.0,218.35184
190.0,192.17133,232.0,216.19942
196.0,168.50758,211.0,204.79384
172.0,170.87682,223.0,202.04095
168.0,165.33432,207.0,196.54129
111.0,154.64009,214.0,197.25714
88.0,149.60326,202.0,193.94876
88.0,152.529,186.0,198.83354
88.0,144.41046,220.0,191.83907
88.0,126.94417,193.0,187.9489
88.0,121.767746,190.0,182.91359
88.0,116.93954,196.0,181.69456
88.0,114.8107,172.0,173.86548
88.0,106.785194,168.0,167.44334
88.0,100.70517,111.0,158.41237
88.0,99.84535,88.0,152.38304
88.0,97.74302,88.0,147.86609
88.0,95.26864,88.0,135.11185
88.0,94.42909,88.0,126.27284
88.0,93.79303,88.0,111.422966
88.0,89.01564,88.0,99.8117
88.0,86.23927,88.0,92.88342
114.0,83.14802,88.0,85.75633
90.0,85.79771,88.0,87.17753
88.0,85.84057,88.0,85.712906
88.0,86.62148,88.0,87.09749
90.0,87.345695,88.0,86.78743
88.0,87.5733,88.0,87.33685
90.0,87.52404,88.0,87.45144
88.0,87.09098,88.0,86.48019
88.0,88.15612,88.0,88.10202
88.0,88.2561,114.0,88.3908
88.0,87.931435,90.0,87.78264
88.0,88.374084,88.0,88.876335
88.0,88.83923,88.0,90.15852
88.0,88.84507,90.0,90.42092
88.0,89.26017,88.0,90.662636
88.0,88.43059,90.0,88.4026
88.0,89.31741,88.0,89.64256
90.0,89.28214,88.0,90.41671
93.0,88.45513,88.0,89.5329
88.0,89.46577,88.0,90.57627
90.0,88.26353,88.0,88.968704
88.0,88.33644,88.0,88.66159
88.0,87.533295,88.0,87.65646
88.0,87.98741,88.0,88.73106
88.0,88.45448,88.0,90.682556
88.0,88.41383,88.0,88.862526
88.0,88.47147,90.0,89.893585
117.0,88.75566,93.0,88.87617
88.0,88.42208,88.0,89.29255
88.0,89.05917,90.0,88.74594
88.0,89.604904,88.0,88.61873
88.0,89.8216,88.0,88.07419
88.0,90.00681,88.0,87.92235
142.0,105.21581,88.0,88.719734
132.0,125.84372,88.0,92.93261
102.0,112.0163,88.0,91.78064
199.0,143.99805,117.0,89.363884
190.0,141.52579,88.0,88.81584
207.0,161.56,88.0,88.67935
176.0,192.78857,88.0,93.41178
186.0,189.85802,88.0,92.93851
216.0,195.31436,88.0,103.25338
251.0,198.48962,142.0,100.66937
223.0,214.08356,132.0,125.7099
237.0,214.38441,102.0,123.783394
262.0,229.88844,199.0,139.32806
226.0,243.68013,190.0,159.60007
274.0,250.3035,207.0,175.78296
255.0,259.81375,176.0,191.17743
214.0,274.99957,186.0,201.57703
292.0,305.39914,216.0,216.31216
223.0,314.47778,251.0,228.0536
277.0,320.9367,223.0,231.35109
295.0,287.7223,237.0,237.4317
289.0,298.88132,262.0,244.5103
316.0,312.48486,226.0,257.57172
374.0,336.28683,274.0,269.06107
323.0,349.45062,255.0,274.80615
332.0,353.93716,214.0,272.9276
299.0,356.96246,292.0,289.12888
383.0,330.9967,223.0,275.48135
392.0,340.91302,277.0,288.76028
459.0,364.25955,295.0,297.36334
459.0,365.30325,289.0,298.91257
437.0,374.9674,316.0,304.31244
491.0,389.14868,374.0,314.94443
380.0,382.54147,323.0,314.48532
429.0,398.38525,332.0,327.2318
439.0,403.9195,299.0,330.9337
383.0,405.80743,383.0,341.5483
356.0,401.10663,392.0,345.8944
305.0,397.10114,459.0,344.7917
389.0,402.8627,459.0,351.00696
429.0,410.3438,437.0,366.67966
477.0,432.33356,491.0,388.9202
431.0,441.22275,380.0,414.42316
380.0,441.9737,429.0,419.83774
464.0,458.573,439.0,437.00378
425.0,437.76733,383.0,426.79654
395.0,454.11612,356.0,444.36523
277.0,436.30212,305.0,438.4631
469.0,423.41785,389.0,428.34937
395.0,422.78467,429.0,432.8262
389.0,381.5164,477.0,401.4212
459.0,391.69708,431.0,407.70297
378.0,378.2939,380.0,394.4087
422.0,403.82007,464.0,421.27655
411.0,378.1602,425.0,399.4674
429.0,380.17163,395.0,396.3823
434.0,383.73938,277.0,406.69067
477.0,378.5639,469.0,403.8916
383.0,360.79477,395.0,394.36615
413.0,345.99554,389.0,385.45425
447.0,350.7887,459.0,379.69897
429.0,342.10034,378.0,373.7192
415.0,350.59766,422.0,380.92654
320.0,354.1159,411.0,382.94934
449.0,343.0191,429.0,367.76184
488.0,354.41333,434.0,375.965
422.0,359.50546,477.0,382.91678
305.0,371.21954,383.0,397.80975
341.0,371.1538,413.0,410.06778
299.0,361.79572,447.0,392.59393
415.0,367.73065,429.0,396.96277
350.0,361.5233,415.0,400.27237
292.0,356.1986,320.0,395.05945
383.0,356.4197,449.0,392.56418
292.0,357.79654,488.0,397.11798
404.0,344.993,422.0,371.1972
392.0,343.1761,305.0,373.07983
360.0,346.50372,341.0,379.02502
286.0,356.37177,299.0,387.62253
259.0,359.1814,415.0,389.28845
271.0,345.88153,350.0,373.68832
234.0,349.85925,292.0,369.0114
371.0,335.3133,383.0,361.88156
353.0,327.43597,292.0,349.66718
389.0,332.48166,404.0,354.83154
310.0,343.7696,392.0,352.80127
356.0,335.17654,360.0,341.85458
380.0,340.40192,286.0,349.922
292.0,324.68115,259.0,339.90588
310.0,337.7457,271.0,346.6626
274.0,333.19397,234.0,337.36224
350.0,334.24542,371.0,335.78937
459.0,334.09686,353.0,330.37573
389.0,306.9004,389.0,309.2975
425.0,326.9611,310.0,327.72583
313.0,323.08133,356.0,319.71835
389.0,340.61792,380.0,336.95984
271.0,337.44128,292.0,328.23294
350.0,333.13303,310.0,334.6372
353.0,349.01016,274.0,344.18164
305.0,333.76508,350.0,327.37924
271.0,331.248,459.0,336.81555
274.0,324.84692,389.0,331.02606
286.0,332.9798,425.0,332.3255
411.0,337.578,313.0,339.64874
310.0,337.99756,389.0,340.1026
364.0,347.77972,271.0,354.35376
341.0,348.33646,350.0,348.48444
334.0,348.528,353.0,363.26978
350.0,341.1161,305.0,357.46497
360.0,329.1645,271.0,346.25858
119.0,320.39703,274.0,339.00208
123.0,328.884,286.0,339.12677
123.0,320.6704,411.0,334.36578
123.0,321.04126,310.0,327.28018
124.0,315.9549,364.0,321.76523
119.0,320.57224,341.0,329.38474
360.0,317.59717,334.0,317.60535
431.0,318.53613,350.0,323.36987
378.0,344.20776,360.0,336.03394
395.0,337.15448,119.0,335.68823
380.0,347.32422,123.0,343.99872
353.0,335.4505,123.0,337.75168
383.0,326.57846,123.0,325.4068
378.0,313.00714,124.0,311.6031
323.0,356.1714,119.0,242.38051
